index,' sex',' mstatus',' age',' children',' occupation',' education',' income',' avbal',' avtrans',' decision'
912.989243,F,single,24.086213,0,legal,tertiary,9515.844043,25872.636855,2520.643547,B
814.778567,F,single,23.815546,0,legal,tertiary,10186.111597,26403.424301,2487.49456,B
288.606135,F,single,24.866432,0,legal,tertiary,9234.370821,27314.640918,2285.908355,B
299.95173,F,single,24.478258,0,legal,tertiary,9229.992469,26850.398507,2373.881195,B
301.88979,F,single,21.29969,0,government,tertiary,7901.231057,22223.507693,1903.582762,B
163.80897,F,single,21.511309,0,government,tertiary,8134.808585,22026.013512,2276.168794,B
164.150843,F,single,22.647099,0,government,tertiary,8400.474631,22313.164286,1983.349562,B
189.9748,F,single,22.836909,0,government,tertiary,8840.750209,22384.048732,2086.576059,B
349.11611,F,single,23.577791,1.075568,legal,tertiary,7734.822723,18026.636771,2779.192808,B
554.977891,F,single,23.718108,2.673577,legal,tertiary,7511.181376,18203.81395,2860.6817,B
545.447541,F,single,22.624271,0.22076,government,secondary,5185.200662,19009.081808,3304.894874,B
540.259789,F,single,22.421923,0.201687,government,secondary,5117.699856,18005.108415,3073.745538,B
317.2345,F,single,26.270882,0.941276,legal,tertiary,8043.77343,18059.206385,2481.00537,B
377.40898,F,single,24.766231,0.722447,legal,tertiary,7900.216701,18035.521295,2675.134169,B
429.737583,F,single,26.087387,0,IT,tertiary,9844.235513,17031.909314,1909.61195,B
339.299189,F,single,23.120108,0.48464,IT,tertiary,9306.007768,16584.666352,2059.121773,B
370.242425,F,single,27.34288,0,IT,tertiary,5819.465126,12118.495244,2473.571888,B
303.40778,F,single,27.594583,0,IT,tertiary,5382.489557,11878.698265,2362.541636,B
370.231358,F,single,27.852669,0,IT,tertiary,6170.626353,11690.771707,1778.843099,B
439.202647,F,single,28.014943,0,IT,tertiary,6166.744591,11723.962222,2011.936621,B
430.364014,F,single,25.313072,0,legal,tertiary,9804.02325,17313.2696,2614.025721,B
430.05703,F,single,25.137031,0,legal,tertiary,9859.128811,17153.310982,2539.793718,B
318.800495,F,single,25.426532,0,legal,tertiary,9747.052076,17337.744107,2536.391099,B
433.020957,F,single,24.956592,0,legal,tertiary,9800.152136,17389.681583,2739.775311,B
329.183372,F,single,25.470263,0,legal,tertiary,10000.31865,16824.691373,2145.22199,B
265.8958,F,single,25.215094,0,legal,tertiary,10480.353465,17111.13082,2805.988975,B
438.49785,F,single,25.460819,0,legal,tertiary,10539.574368,17103.260158,2652.789777,B
396.356817,F,single,22.336423,0,legal,tertiary,10580.683962,17532.822629,2694.537411,B
238.043454,F,single,24.266387,0.314296,legal,tertiary,8962.972478,26882.049513,2721.634622,B
300.963261,F,single,23.119366,0,legal,tertiary,8654.956168,26612.024207,3735.995118,B
469.086899,F,single,23.52631,0,legal,postgrad,8741.033547,26847.438262,5101.411785,B
315.938056,F,single,22.511192,0,legal,postgrad,8557.607103,27051.21335,4713.917673,B
56.919209,F,single,23.646665,0.016775,legal,tertiary,6708.227405,27625.568232,4037.877245,B
292.702391,F,single,22.898007,0.010345,legal,tertiary,6881.895084,27168.596914,4024.677984,B
438.692284,F,single,25.134019,0.000921,legal,tertiary,6294.518725,26995.244912,4059.376255,B
343.397814,F,single,21.266647,0,legal,tertiary,6736.616207,27103.579245,4434.500778,B
360.521194,F,single,26.997081,0,IT,tertiary,9830.038263,15774.808043,2247.799863,B
412.452659,F,single,26.786911,0.487857,IT,tertiary,9557.751451,16055.949597,2392.487088,B
332.474187,F,single,23.718949,0,IT,tertiary,9652.149328,15846.031071,2353.398685,B
229.797152,F,single,27.421522,0,IT,tertiary,9116.418423,15489.63659,2276.946591,B
389.323573,F,single,27.907067,0,IT,tertiary,9721.810894,14937.660599,1731.252595,B
360.586323,F,single,27.883002,0,IT,tertiary,9615.491224,14916.794145,1716.345072,B
303.35447,F,single,27.98112,0,IT,tertiary,8943.246872,14473.026584,1735.339968,B
378.301909,F,single,28.02338,0,IT,tertiary,9415.231096,15531.80132,1725.582035,B
300.674026,M,single,25.142974,0,manuf,tertiary,11055.439803,55424.850506,1890.211412,B
330.414252,M,single,25.214822,0,manuf,tertiary,11602.078654,54141.75103,2176.165296,B
458.535404,M,single,27.346431,0,manuf,tertiary,10580.861203,55856.667445,3650.411713,B
488.100022,M,single,26.80237,0,manuf,tertiary,10855.12173,55731.859448,3741.009635,B
413.600357,M,single,26.816385,0,manuf,tertiary,11604.251956,55326.305303,2376.589085,B
406.852503,M,single,26.398644,0,manuf,tertiary,11435.93895,55790.987079,2405.231767,B
336.095812,M,single,27.247928,0,manuf,tertiary,11048.266499,50652.027688,4094.185453,B
320.481728,M,single,24.91237,0.242343,manuf,tertiary,10817.922762,51331.168488,2407.469174,B
461.736216,F,single,25.451971,0,IT,secondary,5702.528783,13893.22,2172.862398,B
425.290656,F,single,24.461192,0,IT,secondary,5446.354187,13009.612609,2437.867743,B
395.35794,F,single,24.782383,0,IT,tertiary,5027.24397,11822.934173,2844.186689,B
475.589568,F,single,23.722509,0,IT,tertiary,4776.966788,12058.579577,2867.332312,B
940.94957,F,single,24.224092,0,IT,secondary,3639.020177,15816.189223,738.501984,B
807.151817,F,single,24.482925,0,IT,secondary,3782.565531,15979.176871,712.897269,B
615.491765,F,single,26.253601,0,IT,secondary,3945.730634,14555.419892,1692.451804,B
303.972352,F,single,25.231763,0,IT,secondary,5581.863053,14499.621835,2055.059528,B
261.980901,F,single,21.300369,0,government,tertiary,8213.498106,22088.293731,2489.388929,B
269.154216,F,single,21.658231,0,government,tertiary,7903.641015,22367.522024,2131.525508,B
365.062257,F,single,21.098827,0,government,tertiary,7018.08372,21499.930252,2778.304062,B
421.42958,F,single,21.452034,0,government,tertiary,7153.730914,21864.058568,2359.505835,B
419.361807,F,single,23.47614,1.462593,legal,tertiary,7703.4976,18385.769477,2886.658898,B
570.227863,F,single,26.118203,2.135781,legal,tertiary,7715.810899,18865.706487,2608.821092,B
587.005503,F,single,23.926649,1.589769,government,tertiary,7230.14727,20792.545635,2741.424696,B
349.459757,F,single,20.97307,0.006767,government,tertiary,7165.458119,21180.009838,2779.776664,B
741.575253,F,single,26.624888,0,government,secondary,3085.66945,18099.665582,482.623061,B
631.82669,F,single,26.327031,0,government,secondary,3529.085056,18608.397412,474.276,B
128.809844,F,single,27.028701,0,government,secondary,4174.424323,20155.820322,665.792462,B
238.638956,F,single,26.46262,0,government,secondary,3331.323336,20071.004124,642.920651,B
502.605298,F,single,24.686076,0,government,secondary,2723.547044,16610.822741,382.65657,B
652.102483,F,single,25.230982,0,government,secondary,3104.570941,16552.115957,349.094552,B
764.07868,F,single,26.618725,0,government,secondary,2883.307433,16811.036588,647.542653,B
797.498396,F,single,27.139558,0,government,secondary,2895.908698,16886.410229,380.85554,B
314.603412,F,single,22.021656,0,legal,tertiary,9507.514445,17803.823925,2463.166577,B
230.185812,F,single,25.47016,0,legal,tertiary,9711.071209,17555.797654,2472.167303,B
525.711319,F,single,24.51969,0.978703,IT,tertiary,9187.00269,16134.323392,2426.458352,B
475.850396,F,single,24.928413,0.145715,IT,tertiary,9473.755096,16037.253602,2345.506068,B
457.904715,F,single,23.097365,1.452576,IT,tertiary,8847.91487,16087.884638,2414.073183,B
361.794907,F,single,23.389454,0.173297,IT,tertiary,9457.54859,16162.793116,2411.425836,B
529.046923,F,single,23.761304,1.350174,IT,tertiary,8835.782794,15692.716632,2426.355241,B
533.24674,F,single,25.536356,1.695487,IT,tertiary,8514.701803,16135.92121,2428.197637,B
292.178535,M,single,25.853058,0,manuf,tertiary,3848.566637,25754.469735,1720.770477,B
352.989422,M,single,25.862581,0,manuf,tertiary,3754.284206,25797.184456,1582.032577,B
309.238098,M,single,27.306306,0,manuf,tertiary,3649.873079,25479.138527,1398.868641,B
282.164342,M,single,25.144551,0,manuf,tertiary,3847.92493,25751.874839,1677.3047,B
576.838182,M,single,26.752873,0,manuf,tertiary,2961.574644,25477.452234,1430.463143,B
639.808422,M,single,27.383556,0,manuf,tertiary,3249.585681,25449.002237,1372.27075,B
597.360295,M,single,25.94998,0,manuf,tertiary,3109.183145,24634.265497,1455.209949,B
558.922481,M,single,26.774652,0,manuf,tertiary,3109.120458,24784.634032,1527.822412,B
980.628174,F,single,24.20781,0,government,secondary,3654.704759,16596.584894,300.082941,B
966.749296,F,single,26.41752,0,government,secondary,4040.357682,16998.460697,304.19875,B
610.256046,F,single,25.958467,0,government,secondary,3651.505661,17972.219869,375.869225,B
753.430814,F,single,27.484508,0,government,secondary,3387.817805,18062.339887,392.268287,B
802.710309,F,single,27.402511,0,government,secondary,3305.531346,17549.028505,411.882923,B
705.403243,F,single,26.990507,0,government,secondary,3639.611491,17828.340865,503.703133,B
642.131614,F,single,26.77891,0,government,secondary,3686.966373,17984.21301,436.138782,B
681.180721,F,single,26.335015,0,government,secondary,3645.270318,17829.349022,451.766129,B
243.735217,M,single,26.35809,0.486353,manuf,tertiary,10277.299857,47582.302637,2792.836801,B
329.938587,M,single,26.184161,2.509801,manuf,tertiary,9667.897302,47673.104852,3299.383357,B
157.083895,M,single,26.830753,2.606057,manuf,tertiary,8371.954473,45845.495988,3361.593429,B
319.05921,M,single,26.322925,1.172927,manuf,tertiary,8996.223656,47354.398687,3259.023469,B
185.036008,M,single,25.208986,0.934854,legal,tertiary,9484.450905,41212.731357,2097.56364,B
101.529341,M,single,25.464719,1.936431,legal,tertiary,9632.071063,42241.156877,2340.333573,B
396.18965,M,single,24.993197,0.062782,legal,tertiary,10206.287429,41390.547224,1999.7438,B
128.783261,M,single,25.279872,0.232661,legal,tertiary,10247.14592,42765.462523,1947.075785,B
400.85051,F,single,26.722004,1.316444,government,secondary,7843.038514,17972.202457,2472.698213,B
414.154605,F,single,26.717408,1.043695,government,secondary,6338.607207,17842.619968,2518.143991,B
412.75788,F,single,24.664666,2.173322,IT,tertiary,8365.923942,16263.334909,2456.405405,B
502.59531,F,single,25.528007,1.791182,IT,tertiary,8538.795489,15974.161362,2461.879155,B
546.876648,F,single,25.515275,1.880179,legal,tertiary,8251.052435,16528.152349,2445.854572,B
546.723484,F,single,25.74397,2.057152,legal,tertiary,8265.66805,16586.998532,2454.340353,B
281.828489,F,single,25.895619,1.341298,legal,tertiary,8563.172097,17169.956081,2485.476491,B
456.333771,F,single,26.25128,2.041065,legal,tertiary,8261.513329,16374.111485,2481.33927,B
550.972089,F,single,23.540042,0,IT,secondary,2294.650717,15494.617643,602.192918,B
625.718761,F,single,25.878314,0,IT,secondary,2707.616472,15690.10248,555.554173,B
593.107803,F,single,25.882971,0,IT,secondary,3512.393005,14031.038317,795.200501,B
376.598106,F,single,24.531522,0,IT,secondary,3490.929297,14108.200025,829.464638,B
398.115174,F,single,25.275486,0,IT,secondary,2790.476002,14336.603484,869.503705,B
273.466061,F,single,23.879018,0,IT,secondary,3318.318863,14382.31175,887.16831,B
461.258022,F,single,26.227344,0,IT,tertiary,6004.52367,11166.293565,1911.350568,B
355.915604,F,single,25.833674,0,IT,tertiary,4216.221847,10680.326916,1430.854286,B
571.561448,M,single,25.18076,0.000129,manuf,tertiary,6187.558689,26212.919804,2729.12601,B
421.796443,M,single,24.599268,0.000276,manuf,tertiary,6215.701373,26500.428441,2700.406576,B
318.751756,F,single,28.405712,0.104444,legal,tertiary,6689.464606,27581.133186,3238.080356,B
93.047448,F,single,26.529172,0.667643,legal,tertiary,6366.650185,28060.722581,3645.925942,B
525.404354,M,single,24.847203,0.000136,manuf,tertiary,6094.70041,26093.398496,2639.788974,B
450.00624,M,single,25.121458,0.00064,manuf,tertiary,6148.898489,26420.389954,2695.234356,B
565.251771,M,single,24.698854,0,manuf,tertiary,6068.082263,26150.620677,2237.01625,B
604.490226,M,single,24.928622,0,manuf,tertiary,6162.344708,25933.957155,2506.796478,B
592.514203,F,single,22.744387,1.548897,government,tertiary,7250.346337,21673.941599,2488.753424,B
597.491728,F,single,23.439053,0.531386,government,tertiary,7237.732484,21513.304336,2225.739862,B
455.381166,F,single,20.866219,0,government,tertiary,5912.406873,21024.846339,2843.145003,B
469.676277,F,single,21.806204,0,government,tertiary,5812.851521,21333.893448,2885.337899,B
509.17217,F,single,20.836875,0,government,tertiary,6999.271436,21344.720302,2929.188158,B
505.454263,F,single,24.056388,1.256347,government,tertiary,7162.286773,21239.47591,2705.279347,B
576.4463,F,single,20.71444,0,government,tertiary,6718.250199,21389.498137,3045.758082,B
542.206665,F,single,20.69133,0,government,tertiary,6706.723802,20927.704532,3075.791499,B
373.727305,M,single,26.559971,0.173951,legal,tertiary,5482.959114,29415.434585,2882.91285,B
336.013267,M,single,24.436449,0.235173,legal,tertiary,5562.475691,28278.976585,3017.014295,B
690.463682,M,single,27.171938,0.1638,legal,tertiary,5357.537597,29648.154231,2876.082185,B
649.309797,M,single,27.654748,0.65028,legal,tertiary,5628.029183,29498.472547,2829.844462,B
453.370176,M,single,24.57219,0,manuf,tertiary,5966.544881,26447.874059,2069.656969,B
275.533903,M,single,22.778276,0.000026,manuf,tertiary,6043.983065,26628.31895,2619.192722,B
64.949319,M,single,24.346381,0.040678,legal,tertiary,6184.279549,27907.603016,3387.72015,B
119.965524,M,single,25.108632,0.281765,legal,tertiary,5997.857885,27982.909065,3388.924058,B
660.560937,F,single,23.372831,0,legal,postgrad,8631.659248,26751.913325,5102.480745,B
621.340382,F,single,22.983071,0,legal,postgrad,8710.217306,26853.434834,5058.636122,B
716.68727,F,single,23.915087,0,legal,postgrad,8971.274269,26822.95089,4653.023844,B
800.384937,F,single,24.708216,0,legal,postgrad,8938.7072,26397.173327,4811.7592,B
199.062731,F,single,25.547842,0,legal,tertiary,8869.983067,25572.497758,2623.085847,B
222.425357,F,single,25.009468,0,legal,tertiary,8992.827533,25535.310815,2569.57479,B
856.521573,F,single,23.788309,0,legal,tertiary,10209.624806,27030.764163,2425.987574,B
637.737306,F,single,23.785074,0,legal,tertiary,10291.504393,27160.605638,2438.640776,B
99.162099,M,single,26.350846,1.979708,legal,tertiary,9607.214138,42121.426983,2748.083782,B
116.071471,M,single,26.192852,0.758425,legal,tertiary,9577.269868,42033.23064,2925.426538,B
494.754218,M,single,25.06513,0.618433,legal,tertiary,10747.440967,38711.383884,1864.232065,B
530.10472,M,single,24.919761,0.068277,legal,tertiary,10962.91565,38758.297289,2083.298485,B
522.09294,M,single,25.496272,0.040909,legal,tertiary,10502.946272,40198.563865,2148.716115,B
488.420092,M,single,24.943061,0.266814,legal,tertiary,10384.261525,38860.413894,1884.307311,B
486.552343,M,single,24.892159,0.003301,legal,tertiary,10744.419591,41407.364483,1873.80581,B
331.879681,M,single,26.817568,1.354872,legal,tertiary,9549.323549,41657.655706,2315.063453,B
792.547048,F,single,24.68914,0,legal,tertiary,8893.473151,25757.468302,2792.840655,B
839.237561,F,single,24.748375,0,legal,tertiary,8853.168042,25630.553598,2618.246275,B
343.298394,F,single,25.756586,0,legal,tertiary,8918.928826,25622.960542,2562.873955,B
484.632093,F,single,25.258487,0,legal,tertiary,8778.461996,25470.250879,2598.596595,B
363.954311,F,single,26.217694,0.324985,legal,tertiary,9169.104205,26990.521335,2665.052023,B
621.627792,F,single,24.938633,0,legal,tertiary,9723.718687,27337.094042,2312.467399,B
635.406166,F,single,23.743953,0,legal,tertiary,10161.173285,27073.209676,2362.142883,B
701.608774,F,single,23.803486,0,legal,tertiary,10272.180242,27055.347666,2421.800498,B
703.65943,F,single,27.899167,0,government,secondary,3530.106771,18048.98879,410.734058,B
773.291511,F,single,27.878341,0,government,secondary,3139.966069,18068.149145,399.916275,B
832.338729,F,single,26.816966,0,government,secondary,3266.014476,16835.021576,520.825964,B
754.183143,F,single,26.562413,0,government,secondary,3482.404145,17036.849246,418.482987,B
735.989811,F,single,27.66858,0,government,secondary,3486.727514,18005.08963,420.697174,B
785.27522,F,single,27.491396,0,government,secondary,3293.597347,17667.192208,408.799721,B
771.563419,F,single,27.715315,0,government,secondary,3381.510432,17475.184041,403.433195,B
721.40439,F,single,26.734356,0,government,secondary,3698.785884,17400.708546,461.068642,B
187.735511,M,single,26.950206,0,manuf,tertiary,3804.179091,25252.48581,1998.010788,B
198.038477,M,single,26.949791,0,manuf,tertiary,3728.78071,25240.02848,2056.408135,B
64.411354,M,single,26.920767,0,manuf,tertiary,4066.52881,25201.770177,2122.855735,B
183.198092,M,single,26.796397,0,manuf,tertiary,3952.171719,25203.901575,2144.000573,B
656.822141,M,single,22.860136,0,manuf,tertiary,4269.031584,24444.663766,1400.587591,B
638.524054,M,single,25.641449,0,manuf,tertiary,4534.108193,24749.123175,1357.342272,B
409.578845,M,single,24.549993,0,manuf,tertiary,3936.913696,25015.511704,1679.919013,B
399.910977,M,single,24.48945,0,manuf,tertiary,3982.015147,25040.306472,1460.868072,B
856.038106,M,single,24.47931,0,manuf,tertiary,5323.650583,23759.419808,1686.350412,B
586.98931,M,single,19.203667,0,manuf,tertiary,5609.031897,24183.272025,1822.220526,B
452.984045,M,single,20.473425,0,manuf,tertiary,5395.900055,23659.768804,1833.69096,B
689.817908,M,single,21.918153,0,manuf,tertiary,5538.618222,23780.835501,1882.104332,B
312.661153,M,single,25.329991,0,manuf,tertiary,4332.335791,25122.607999,1846.332572,B
481.565696,M,single,25.421519,0,manuf,tertiary,4581.429215,25119.290679,1853.778565,B
403.618164,M,single,26.045305,0,manuf,tertiary,3673.321719,25062.709845,1329.830772,B
320.617124,M,single,25.547655,0,manuf,tertiary,3737.24441,25112.246628,1350.720953,B
333.182215,F,single,23.681358,0,legal,postgrad,8643.907233,26852.187691,5002.073217,B
